id,product_id,user_id,profilename,helpfulnessnumerator,helpfulnessdenominator,rating,time,summary,text,purchased
7571,367,3714,M. Marshall,0,0,5,1348099200,Greenies,Wow!  Great price! I'll never buy these at the pet store again!  About 6 months ago we started giving our rat terriers Greenies after my vet told me about them.  We couldn't afford $400 +  each to have our dog's teeth cleaned (and there is just no way these dogs would let me brush their teeth) so we tried these.  What a difference it made!!!!  The tartar an plaque buildup on my 11 yr old girl is almost completely gone and my 6 yr old boy's teeth look like I had them professionally cleaned.  The added bonus is Greenies make their breath smell great and my dogs love the taste of them!,1
7575,162,314,A. Borjas,1,1,5,1294444800,Healthy and Delicious,I've been buying these at the grocery store every week for a year. My husband and I eat WP's soups every day for lunch. I am so happy Amazon can deliver to my doorstep.,1
7583,125,822,Long Island,3,3,5,1159228800,Yummy,This Mac & Cheese is really creamy without tasting processed and it has the right amount of salt. Very good product overall.,1
7585,125,2920,DC Vision,0,0,5,1340323200,Love Annie's,I am a big fan of anything Annie's so it is no surprise I give these 5 stars. There is simply no comparison between 'the chessiest' and the truly chessiest mac & cheese - which is Annie's. I enjoy the white cheddar the most.,1
7586,125,3201,John Doe,0,0,1,1330560000,So so,This is twice as expensive as basic box Mac and Cheese.  It is just so so in taste.  If you check the ingredients it is not much different than other Mac and Cheese.  The cost does not justify the ordering.  I will not be ordering from Amazon again.  The cost is much cheaper at a big box chain.,0
7589,125,3684,Benjamin David Spear,0,0,5,1202601600,THIS IS THE BEST MAC AND CHEESE,To all those who complain of the taste......you arent making it right.<br /><br />I know because sometimes i put in a little too much milk....or whatever. But when you make this stuff right it really rules. Its also good to know that im not eating as many chemicals as other kinds of mac and cheese.<br /><br />I find the family size serving better personally.,1
7591,125,4058,"""Ashley Volkerts """"Ash""""""",0,0,5,1193270400,Yummy!,Very yummy!  My kids and I loved it!  Cute story on the box too!,1
7593,125,142,Celestial Kat,0,0,4,1179014400,great natural alternative,My whole family really enjoys Annie's mac & cheese! The reason I gave it 4 stars was due to the high salt content---common to all boxed dinners.,1
7594,125,2898,meemee,0,0,5,1163030400,Creamy and  Delicious,All Annie's products are excellent. Beats the other name brands<br /><br />for flavor. It's organic with no additives. Good item to keep on hand for a quick lunch.,1
7598,103,1925,"""Kelly A. Burns """"Kelby""""""",3,3,5,1263427200,Best (and easiest) Bread Ever!,"""This has to be the best and easiest bread machine mix I've come across.  Incredibly simple directions and impossible to fail.  Plus the loafs come out perfect everytime (I've had issues in the past with getting whole wheat flours to rise as well as white flours).  I've purchased this """"collection"""" several times and will continue to do so.""",1
7602,103,3309,linda,0,1,1,1323216000,bread,The bread has a good taste but does not rise properly and only makes 1/2 loaf.  I checked the temp of the water as suggested with bad results.  After raising the temp to 100 degrees I got it to rise to 3/4 loaf.  Pretty expensive for the quality and I won't buy again.,0
7605,756,2580,"""Beverly A. Peeples """"Gatorlaw""""""",4,5,5,1339891200,Best value in grain free dog food!,Earthborn is the best grain free dog food and it is reasonably priced. This food is calorie dense and so good for your dogs.,1
7616,1314,2785,Heather S.,0,0,5,1350864000,So refreshing and tasty,My vodka tonics have never been so refreshing.  I wish I would have ordered two cases now as my husband and I are going through far too much.,1
7617,384,1314,D. Heaton,27,28,5,1244678400,Could not be happier!,I ordered this and several other plants from this seller.<br /><br />I was quite suprised to find that the plant was much larger than I expected (with a full six heads on it!) and well packed. Every plant I got in this shipment is thriving and happy. It has been two weeks now and nothing has failed to thrive. This is more than I can say about others that I have bought from!<br /><br />I will be buying from this company again.,1
7622,384,1832,scoot,3,3,1,1338768000,venus flytrap,this plant appears to be dead on arrival.... ive had in full sun since arrival and its leaves and stems are pink and not growing at all ide order another one but it will probably die in the slow shipping as well 20.00 for a dead weed... no thanks they wouldnt let me submit this review with out clicking a star... not even worth one star note the picture they used for this product has six more branches than mine...i have three,0
7628,384,2144,juan cheng,1,1,4,1343865600,a little twisted,it came in good shape altho the plant came a little twisted and two were dead but worth every penny and six head were still alive very happy,1
7631,384,161,Gramma,1,1,1,1342396800,It died three days after receiving it.,The plant was upside down in the box and I had to put the roots back inside the planter.  It never came out of shock and turned black and died.,0
7632,384,1913,trapper,1,1,4,1334275200,great,I received my plant it was in great condition!!!  I have a question the box says its supposta stay in box for terrium. im a little confused how is it supposta catch flies if its in a box.. can anyone tell me the direction in  a not so confusing way lol,1
7636,384,2188,Laura Sondej,1,1,5,1276560000,Good plant,I was very pleased with my venus fly trap when I received it.  It was in good shape and came very quickly.  We have been having a lot of fun feeding it bugs.,1
7637,384,648,Mark O'Brien,3,4,1,1294704000,Dead on Arrival,The plant arrived dead.  It cost as much to ship.  I did not want to hassle with any kind of return.  I should know better than to buy a plant on line.,0
7640,384,3487,M&M,0,0,5,1344384000,My family loves it,I bought this as a gift for my sister and her family who live in Arizona. They were so excited when it came and it was small enough to not be a bother but big enough to be interesting and pretty. They were pleased. It came almost right away (days!) and the package was in good shape.,1
7643,384,2110,Linda M. Sutherland,0,0,5,1324339200,Fly Trap,Fly traps were for a science fair experiment. They arrived promptly and were in very good shape.All approximately the same size-important for the experiment.,1
7647,384,3338,Joseph,0,0,3,1313280000,JV,The plant came very healthy but smaller then described. It was described as a large Venus fly trap I received a medium size Venus fly trap but it was a healthy one even fed before it was shipped being that I paid a reasonable price for it's unexpected size I don't believe I loss on this one in fact I am pleased with the plant.,0
7651,384,996,Chazz11bravo,0,0,5,1306800000,FUN! FUN! FUN!,"""We love to feed ours.  I chase flies and insects around the house sometimes just to watch them eat.  I would recommend buying some type of planitarium for them.  They need a warm humid space.  Only use distilled water.  NOT FILTERED!  These plants are very delicate when it comes to the water you give them.  I would even go so far as to buy a guide book.  Don't buy the """"happy plants"""".  It's a good book for a kid. But it's not a guide on how to raise these plants. These plants are a great conversation piece for house guests.  Need I say more? ENJOY! Chazz""",1
7652,384,827,commguy101,0,0,5,1306540800,My 7-Year-Old is Pleased!,The plant arrived in great condition ... fully green and with about five or six heads in the clear box that can serve as a terrarium.  Will give it our best shot on keeping it up and running!  This was in much better shape than the venus flytrap plants at our local big-box do-it-yourself in their garden area.,1
7654,384,3324,Chris,0,0,4,1301961600,It was alive on arrival...barely,I opened the carton and the plant looked like someone put it in a shoe box and shook it all up.  I didn't think it would live.<br />It did recover however and a heat generating pad was included so I give it 4/5 stars.  knocked one for loose packing.<br />I would buy from this company again in hopes they get better at packing.,1
7655,384,1445,hgfh,0,0,5,1301270400,awesome plant,wen the plant arrived it was kinda small. but now it is starting to grow new traps and its getting bigger every day. i have enjoyed feeding it bugs and i an very satisfied with the product.,1
7656,384,4300,Doug D,1,2,5,1336608000,9GreenBox takes care of their customers,This review is based on 9GreenBox taking care of their customers.  If you receive an item that you consider to be subpar they will make it right.  Highly recommend this retailer.,1
7657,384,4459,Peke,1,2,1,1313280000,Venus Flytrap plant died,I ordered this plant as a gift for a friend and was not told until recently that the plant had died shortly after she received it.  She said she followed care instruction but the leaves started to fall off and it wilted and died.  I wish I had known sooner but she just told me last week.,0
7658,384,2289,unhappy flytrap,1,2,1,1311984000,Bad!!!,Two of the three plants were dying and are now dead. They all were tiny!!! They are suppose to catch flies but not one fly has been caught because they couldn't even fit in the bloom.  Rip Off!!! Do not do business with this vendor...,0
7659,384,3766,Joyce V. Batura,2,4,1,1272672000,lived 3 days,i recieved the fly trap and it seemed fine i put it in a nice sunny area it did good but then 2 days later it just died so i paid 15 bux for a plant that lived 3 days lol,0
7662,713,1869,David Scott Allen,0,0,5,1286150400,Best White Polenta,I love white polenta but most of what I find in the U.S. is very coarse.  It still tastes great but the texture leaves a lot to be desired.  Moretti Polenta Friulana Bianco is amazing - the creamiest and finest I have ever seen.,1
7672,545,670,C. Collard,1,9,5,1196121600,Bang!,I was looking all over for milk in a paint can and I found it! Thank you Amazon. The only down side is that it is the sweet milk from a goat's teat. Once one gets over that it is by far the best powdered milk in a paint can that I ever ordered online.,1
7674,545,2762,A. Miller,0,21,1,1285200000,Never Received Goat Milk,I was given a track number and told it was delivered to my POBOX.  It never happened.  I received a refund and am now in the process of wating for my new reorder.,0
7682,545,2126,"""Robert D. Passeretti """"archer1945""""""",6,6,5,1176595200,The most convienent way to store and drink goats milk,We have been using Meyenberg's powdered goat milk for several years.  We used to buy their milk in cartons at Walmart and it was good.  The only problem was that we live so far from a Walmart store that we would run out of goat's milk between trips.  We decided to try the powdered and found that it mixes and stays mixed very well and tastes exactly like the liquid milk in the cartons.  Of course it stores easily and indefinitely and we highly recommend it to anyone who wants or has to drink goats milk.,1
7697,545,2970,molly,2,2,5,1309392000,Great for toddler with cow and soy milk intolerance.,My baby has had digestive issues from birth. At 12 months I put her on this product and immediately saw improvement.  It didn't take long for her to accept it either.  I found a recipe on the Dr. Sears website for making goats milk formula for infants and would have tried it when she was younger. TIP: This powder doesn't dissolve in water as easily as regular formula. Make a days worth of milk ahead of time and use a wire wisk to mix it.,1
7703,545,3453,Anne Keenan,2,2,5,1199750400,great stuff!,we have been using this stuff for our baby for three years and she loves it.,1
7714,545,1071,nannerbit,1,1,5,1219881600,Excellent for babies who are allergic to dairy. And WAY better than the toxic formulas.,my daughter is allergic to all dairy and cannot have all the extra iron they pump into the poisness formulas that they say are sooo healthy for your babies growth. this goats milk gives her all the nutrients that she needs. i would suggest to any mother even if the baby is not allergic to dairy.,1
7716,545,3544,"""Francis P. Medina """"venezuelan reader""""""",1,1,5,1184457600,very good,The flavor is very good. 45 seconds in the microwave and one measure of this milk and you are done (stir). I can noticed the difference between the whole milk from cow and this goat milk...it is much much better to digest.,1
7718,545,4096,"""Jennifer Johnson """"Jen Johnson""""""",8,12,5,1154908800,Powdered Goat's Milk is easy to use!,This product is very easy to use and is good for people (and pets) that are lactose intolerant.  I use it as a treat for my ferrets and they love it!  It can help sick ferrets feel better and gain weight.  Thank you for offering something so easy to use!,1
7722,545,3662,Scarlett Fang,0,0,5,1349395200,my favorite,This product is the best choice for adding calcium+vitD and protein in your diet. Cow's milk gives me stomach trouble whereas this doesn't. I drink it regularly myself. I also add the powder in my home-made baby food for my son starting around 6 months. Powdered form has an additional benefit. You can reconstitute it into whatever concentration you'd like. Yum!,1
7726,545,1266,Mommy,0,0,5,1347062400,Great item!!,Works well instead of formula or soy milk for my daughters bottle. Easy to mix as long as water is warmed. And she loves the taste! Plus much more affordable than buying goat milk cartons in the store.,1
7729,545,3251,"""J. Clark """"Madam J""""""",0,0,5,1344816000,The best milk for my baby,We wanted to use milk that was lactose free and close to breast milk.  We began using this milk to supplement my breast milk and we now use it full time.  My baby has never had an allergic reaction to it and he doesn't spit up.  It's gentle on his stomach and Amazon has it at an inexpensive price.  I would suggest this milk to any parent that prefers something different than cow's milk.,1
7730,545,3140,chanika mcgee,0,0,5,1343520000,Goat milk,The can looks just like the pic and it really helped my son with his constipation. I love it and he started drinking it with no problem at 2-3months old!!! Love it,1
7732,545,2165,leexrayshady,0,0,5,1337817600,Simply awesom amazon carries this,we used to get this from our local grocery store for our 10month baby girl but it was $2 more a can and with prime there is no shipping charges as well as no taxes YAY!our baby loves this and it really has cut down on her spitting up.,1
7735,545,3854,Hammerbeano,0,0,5,1329955200,Wonderful formula!,Excellent stuff! My baby is allergic to dairy and soy.<br />This is the only formula she could tolerate. It<br />smells but she loves it! When they are under a year<br />old you add brown rice syrup to give more calories.<br />Then you gradually wean them off of the brown<br />syrup so by the time they are a year they are drinking<br />straight goats milk.,1
7738,545,3418,Meepers,0,0,5,1321228800,Not so goaty- which is Good!,Wonderful product! I began to use it for my daughter who was about to turn a year old. She took it with no problems! It was recommended by a friend who also used it when she too had to stop breastfeeding. Much better for a child in my eyes. I had tried a formula sample I had received in the mail- it left a greasy film in the bottle... gross. This does not! My daughter will drink it warm or cold- so easy for on the go as well. The canned was a bit harsh and she wasn't into it.. it tastes like a goat smells- this just has a suttle hint of goat. LoL,1
7739,545,1088,Martine,0,0,5,1320451200,Love Goat Milk!,I use goat milk for everything.  I use it to replace cow milk in all my recipes and for coffee and it works well for me.  The price is great!  Highly recommend it.,1
7740,545,3765,carguy,0,0,5,1318550400,CJ gives it two thumbs up!,"""Decent price...arrived on time.  No complaints here.  We will continue to purchase this item.<br />My daughter loves her """"goat milk"""".  :)""",1
7743,545,2366,Thomas A. Redinger,0,0,5,1305417600,meyenberg powdered goat milk,This stuff is fantastic.  My little girl loves it and it gives me the piece of mind knowing that I am not feeding her a huge amount of sugar with mainstream formulas.  Not to mention the other things they have found in them recently.  This is the closest thing to mothers milk.  If your baby spits up a lot you should definitely try this stuff.  My little girl hasn't spit up since I switched ever.  Love it.  Just wish I could buy even more at a time.,1
7745,545,1663,phillipians4-12-13,0,0,5,1300924800,Great real milk alternative!,My daughter is sensitive to cow's milk so we tried Goat milk and it works well. Amazon is the cheapest place to purchase this stuff! The powder sometimes has a hard time mixing with the water.  But not too bad.  Recommend to anyone needing a healthy alternative to cow's milk.,1
7749,545,950,ECT,0,0,5,1287878400,Love it!,This is a really good source for goats milk. I found this online at Amazon and it is the least expensive price I've found. I order it regularly.,1
7750,545,304,happyaz,0,0,5,1287360000,Great product and timely delivery,I am very pleased with my recent purchase of Meyeberg powdered goat milk.  I have shopped around locally and this is by far the best price per can I could find.  It was delivered as promised.,1
7752,545,1249,"""Mary Ernst """"earthmaiden""""""",0,0,5,1240444800,Just as described!,Excellent service. Goat milk is delivered in premium condition.I will continue to order online. Thank you.,1
7755,545,3216,"""Jamie M. Young """"Momof2""""""",0,0,5,1188086400,Goat Milk,This is the best alternative to cows milk for the first 2 years.  My daughter loves it and it is easier for her to digest and has been known to lesson the occurance of certain allergies in children in given in place of whole milk that is recommended up 'til age 2.  This is my second child that I am using it with and I love it and so do they.,1
7760,545,1987,"""Lucy Tovar """"mom of two bubs""""""",1,2,5,1196985600,great product!,My baby is allergic to cow's milk and this is so much cheaper and better than the hypoallergenic formula.  He loves this stuff!,1
7768,134,3767,Kimberly K. Clifford,2,3,5,1205193600,Yummy at your convience!,Love this because 1. it is easy to make<br />  2. You get a good amount for your money!,1
7770,134,3500,D. Bradford,2,6,1,1280361600,$136 for 12 boxes?,$136 for 12 boxes?<br /><br />Is this a rare item?<br /><br />That's $11.33 a box.<br /><br />I think the item might be a bit overpriced.,0
7772,1184,2343,diane77,0,1,5,1336262400,chrysanthemum tea taste great with lemons and Apriva,chrysanthemum tea taste great with lemons and Apriva. chrysanthemum tea is caffeine free that's great for pregnant women and those with high blood pressure.,1
7775,233,2092,Kelly vonNordheim,5,6,5,1240185600,"""Great """"On the Go"""" snack!""",Great on the go snack to take in the car for my 3 and 5 year old! NO MESSY HANDS like other snacks. Keeps the car much cleaner! :) Also great for me as a Weight Watcher snack with a wedge of Laughing Cow Lite Cheese! YUM!!!,1
7785,135,1131,jjceo,0,0,5,1349654400,A longtime favorite coffee in our home!,First thing in the morning it is nice to have a hot cup of coffee to wake you up while you watch the news.  We have always drunk Maxwell house coffee and even when I was a child my parents used it.  It is one of the best coffee brands available.  As we have gotten older we needed to consume less caffeine and we actually brew a mixture of part of this coffee and part of the Maxwell House Decaf blend.  It helps us reduce our caffeine and we still get to enjoy our coffee in the morning with just a little kick in it.<br /><br />The price of the coffee here is about the right list price but the shipping is a killer adder.  On sale at a local store we get it for less than half the price and no shipping.  This is a very good product and I recommend it to you.,1
7789,1079,389,mercsinc,0,0,5,1324339200,hey they're oreos...,what can i say... great cookies. the only way to improve it is if it came with some cold milk.,1
7793,1197,487,Mary Lou Dunton,0,0,5,1340928000,mary lou,I love this mix. i use it  in several different recipes. Its moist and has a good consistency. The only problem is that  its difficult to find and I end up buying it on line!  Any suggestions???,1
7794,962,1178,"""John R. Mckenzie """"John R. McKenzie""""""",0,0,5,1338422400,GREAT PRODUCT IN PERFECT SIZE CAN!,I have been drinking V-8 juice for many years. Ordering it from Amazon by the case with free shipping(Prime) allows me to have it on hand in a convenient can with the right amount for my needs.,1
7797,962,3110,"""Linda Ann Joslin """"texaspm""""""",0,1,5,1342656000,Great,Great price and we did not have to leave the house and shop.  I really love the fact that there is no trouble with ordering.  Great product.,1
7800,962,4619,Carryit,1,3,5,1318464000,i like it,tastes like v8 cuz it is v8 :o) ... delivered on time... my doctor says i dont get as much nutrition benefit as i thought i did because of the pasteurization process... but i dont eat lots of veggies and i like this stuff sooooo i drink it anyway...,1
7802,1053,1921,Laura,2,2,5,1336435200,Meaty texture,Very meaty texture for a vegetarian product.  Looks like fresh ground beef after you mix it with water.  I would recommend this product.  I also want to try the sausage variety.,1
7807,1053,2994,"""P. Woodland """"Broken Teepee""""""",1,1,5,1316044800,Delicious Meat Substitute,I have used Harmony Valley hamburger substitute several times now and have been very happy. It is spiced and tastes pretty close to a meatball mixture. When used in sauce or to stuff peppers I cannot tell that it is not hamburger meat. I was thrilled with its performance and its ease of use.  I can't wait to try it in other recipes.,1
7811,1053,3048,Tawna,0,0,5,1347408000,Yummy!,We just received a package of the hamburger mix from one of our dearest friends as a gift. We loved it. I am vegetarian and my husband is a meat eater. I whipped up some stuffed bell peppers using the mix and it was delicious. I love that it is a great price as well!,1
7816,254,396,Mariette,9,9,5,1330041600,Great for Blood Pressure,I have been drinking three cups of this tea for the last month and a half.  I just had my annual checkup with my doctor and my blood pressure was 108/60!!!!  After years of it being it the 140's or 135's my blood pressure is now like a young person and I am in my sixties.  I had been monitoring my blood pressure at home and it was good but usually when I see the doctor it shoots up because I am nervous but not this time.  My doctor was thrilled.  I totally believe that this tea has lowered my blood pressure and I will continue drinking it.  I steep it for 10 minutes.  I have two cups after breakfast and one cup after dinner.  It tastes good and I don't put any sweetener in it.  I highly recommend it as it did work for me.,1
7819,254,4097,Dena Yer Moua,1,1,2,1330473600,didn't like its taste,I tried many teas and thought would try this kind. Saw it on Dr. OZ show. Didn't like its taste.,0
7820,254,1443,jason Simons Sr.,3,4,5,1252713600,nice flavor without sugar,Tastes great.Does not need sugar.I am trying to see if my pressure goes down.I will update later J,1
7821,254,2665,"""J. RIGOR """"shop mama""""""",0,0,1,1351209600,Don't like the taste,I do not like sour taste and this has a sour kind of taste which i don't like. The smell isn't that great either,0
7822,254,1714,Sandy Coleman,0,0,5,1329609600,Tea,Great tasting tea and very healthy.  I was very surprised and will probably be ordering more.  It does cost - but the cheapest I have found.,1
7828,508,255,Gobi55,0,0,4,1312848000,Great as iced tea.,This makes great iced tea. More flavor than regular tea. Refreshing. Recommend it. Hard to find in stores. Get it here.,1
7830,508,2722,bookybev,0,0,5,1297209600,Great,This product was difficult to find in stores but easy to find through Amazon.  I will order items by this method again.,1
7831,508,745,"""Heather """"Heather""""""",1,2,1,1318723200,YUCK!!,"""i got this in the mail nice packaging and all opened it up to see its single serving bags 3oz of hot water to a bag ...not gallon size =( so i decided to make some and it tasted like the little pink bubble gum """"double bubble"""" i used to get as a kid yuck so not what i was expecting...""",0
7836,892,1797,Gavster646,1,1,5,1299715200,Possibly The Best Energy Drink Out There!,I have had possibly every energy drink and this one is possibly the best. Great energy and no crash. Mixes well with everything and my friends love it. Will buy again!,1
7839,338,4604,edgus,0,0,5,1344384000,Curry Ket.,I ushally get this curry cat. at the store but they stopped carring it.  It helps me remember the tast of some foods from Germany.  I will shop here again when I need some more.,1
7844,163,2323,"""H. D. Overby """"Texas Eagle""""""",3,3,5,1209254400,The Best in Soup,You will not find better tasting soup anywhere.  I initially purchased it because my wife is sensitive to MSG and other kinds of additives that are found in most soups.  After eating some myself I now keep a supply on hand for all of the family.,1
7847,163,137,Lisa Bentzin,2,2,1,1278892800,Disappointed,This soup has no flavor. Broth had a slimy consistency instead of a liquid-y one. I was so disappointed.,0
7851,163,4093,"""J. Trivino """"MissPiggy""""""",1,1,5,1258588800,Awesome Wild Rice,I love rice and this was good with all kinds of textures! I am allergic to so many things but this soup was awesome and no hives! Win WIN!,1
7854,163,3347,Wendi H,1,1,5,1174348800,YUMMY,It's my favorite soup.  And you can't beat the amazon price with free shipping.  Thanks for making my favorites available.,1
7856,163,3323,Sasha,0,0,5,1334102400,Wolfgang  Puck Organic Chicken with White & Wild Rice Soup,This soup is simply the best.  Been ordering for a very long time and will continue to do so.<br />Great soup and product.,1
7869,1121,4063,"""B. D. Beavers """"CARPENTERMAN""""""",0,0,5,1329004800,Hershey's kisses,That all that need to be said. The best chocolate candy with the best service. And add a great price and it just can not be beat. The item arrived on time and in good shape like most items ordered through amazon.,1
7877,891,3914,meispeg,0,0,5,1307491200,Convenient and good,I bought these for my grandson who is 7 months old. He loves them and they are just the right size for a snack between feedings. His mom likes the convenience and ease in taking them along. I like ordering these and having them shipped directly to their house. It makes me feel like I have sent them a little present that is practical and appreciated.,1
7881,509,4425,katie,0,0,1,1310342400,Waste of money,I purchased this food coloring hoping it would create black frosting. I read several reviews on this and other websites which suggested I use chocolate icing (as white icing + black food coloring= gray frosting) but this product did not darken the chocolate at ALL. I ended up using over half for one cake and still decided the color wasn't right. It was still obviously brown. Perhaps my expectations were too high.,0
7884,282,1817,"""Sandra Zavala """"sandra""""""",0,0,5,1339372800,great for one year olds,I mix 2 scoops of this and two scoops of formula in my son's bottle and it keeps him full longer. My mother says she used it on me when I was a child and it kept my cheeks rosy and me full. My son seems to really enjoy it.,1
7886,282,87,wangie111,0,0,5,1304035200,Love it,This the best flavor out of all the others my daugther loves it and it is easy to make and very nutritional too.,1
7892,662,489,Annabelle Flowers,2,2,5,1253664000,Fresh as it gets!,We lived in Charleston for years and always loved the availability of fresh seafood - especially oysters!  Now we live about 24 hours away and I do miss being able to swing by the seafood market when I'm in the mood.  I had no idea that I could have it delivered to my doorstep within a couple of days!  It was well packed and smelled as fresh as if we bought it off the boat.  Impress your friends and throw together an oyster pasta dish.  SO much better than the stuff in the small plastic containers at the grocery store!  These were HUGE.,1
7899,149,1128,S. Shi,0,0,5,1226793600,Best instant noodle cup,I really enjoy this noodle cup mostly because of the texture of the noodles and the flavor of the soup. The noodles taste firmer and less like the cheap kind that would regularly come out of one of these instant noodle packages. The flavoring has just the right amount of spice and is not excessively spicy.,1
7904,753,1777,kupres,1,1,5,1282262400,Chocolate Mint,Both my friend and I love this product. The dark chocolate and the mint really supplement each other. A little expensive but excellent quality.,1
7908,466,2447,itemsforless,6,6,5,1126137600,Great product,Good taste...mixes easy and has no artifical sweetners.  I been using this one for years,1
7933,32,4446,"""Frank Johnson """"Snack Guru""""""",1,1,5,1222732800,Slightly Spicy are Slightly Addicting,"""Grandpa Po's Originals Slightly Spicy is a wonderful savory organic snack. Not too spicy at first and ends with a great finish. If I had to sum it up in one word it would be """"WOW!""""I would recommend them for young and old alike.""",1
7936,366,3688,Aubrey Taylor,3,3,5,1265414400,full of flavor,hot full of lavor great for jerky sauces love it,1
7938,366,1475,Rhonda Brown,2,2,5,1234310400,Better than expected,The product was better than expected and it arrived quickly. I am very pleased with this purchase.,1
7940,366,2656,Darryl W. Ray,1,1,5,1255392000,Great Buy,I have previously brought habanero powder from a gourmet store at The Grove in LA.  It was roughly 3 oz for $5.95.  This has the same great flavor and intensity that a habanero powder should have.  We use it to season fried fish and chicken and all braised meat dishes.  I highly recommend buying this product.,1
7946,1133,1842,jules,0,0,5,1350086400,I love my tea,I just received my tea..  Thanks for getting it out so quick.. I really appreciate the extra box..  I drink this tea every night..<br /><br />Julianne,1
7948,814,2682,Dee,0,1,4,1307318400,Delicious addictive treat,I ordered this candy for a friend as a mother's day gift.  She was delighted to receive it and I was excited to share it. :-),1
7952,839,1611,J. Robinson,0,0,4,1325894400,Great Tree,This is not as tall as they advertised. But we kept it and we like it alot. It is the shining star of our indoor Bonsai collection. Just stunning. Like having a forest in your kitchen! We've had it about 6 months now and it's thriving.,1
7957,514,3291,Sue Low,0,0,5,1294790400,dogs love it,They have other flavors but the dogs favorite is still the original. I wish they carried it in the local petstore we go to purchase their other flavors!,1
7969,1154,4018,"""Richard Laurence """"Leachus""""""",0,0,4,1334880000,Best instant coffee I ever tasted,I use it when traveling or when I'm in a hurry and don't have the time to grind my beans. I was surprised by how much it tastes like drip.,1
7970,1154,3841,"""P. Stubbs """"bookworm""""""",0,0,5,1322870400,VIA Columbian,I love this coffee.  It is easy to prepare one cup when you are wanting a great cup of coffee.  Highly recommend - I usually use one-half of the package since I don't like my coffee real strong.,1
7979,1154,2515,"""Sharon L. Lundquist """"azlady56""""""",0,0,5,1272326400,Delightful coffee,I tried the Starbucks Instant coffee.. Not only does it taste like coffee.. but there is no after taste like you get with other instant coffees. I give this 2 thumbs up!!!!,1
7980,1154,15,Yulyn H. Papendry,0,0,5,1271376000,Perfection as always!!,Starbucks has once again proven it is the world's best coffee company. Their new VIA instant coffee packets taste great and are portable which gets me through the day. I highly recommend this to anyone who loves Starbuck's coffee!!,1
7991,1154,3752,Neysa Le Beekman,0,5,3,1267488000,instant coffee,Coffee is good but I don't care for individual pacs. Would rather have coffee in bags like their other coffee is packed.,0
7994,676,445,CA Brewers Fan,0,0,5,1325203200,Very tasty breakfast!,All of these flavors are great and make for a filling and delicious breakfast. I highly recommend purchasing this item!,1
7995,676,1254,Daniel,0,0,5,1317772800,Yummers,This is definitely a great snack or morning breakfast<br /><br />I tried all the flavors and they were as expected....great<br /><br />if you want a good healthier snack or meal this is the way to go!!!,1
8001,1145,3792,Dynamic Resource,0,0,5,1310601600,Great Sauce,"""This is a great marinade for any kind of meat. I use it also in stir-fry or fried rice receipes.<a href=""""http://www.amazon.com/gp/product/B004TGWCBQ"""">Garlic Sesame Marinade & Glaze Sauce</a>""",1
8012,1300,3033,David Martin,1,1,5,1344297600,Awesome,I was at a Walmart in South Carolina and just picked some up. I was traveling and it helped me unwind.,1
8013,1300,3105,Kyle_K,1,1,5,1343952000,Good taste and relaxing,Bought a case to see what it was about.  I am a night owl which effects my day-to-day performance and father-related tasks.  After a can I do feel mellow and finding myself going to bed much earlier.,1
8019,1142,4334,Patricia Walker,0,0,5,1337644800,Tea,Purchased this tea because of recommendation. Product arrived well packaged and quickly. I am very pleased with this product and will purchase it again.,1
8020,1142,4233,Shang Wang,0,0,4,1280275200,it is a good product,I have tried this product before and I really love it. The price is fair and I enjoy it...,1
8021,1142,332,"""Lincoln County MT """"Focused on pinecones""""""",1,2,4,1276214400,Good tea wish it came in loose tea too.,I am sensitive to Caffeine and supposedly the White teas have 1/3 approx. what Black teas contain. And about half of what the green teas contain. This probably varies all over the place however. Often a decaf tea isn't. If you want no caf you need to look for caf free teas and drinks. I find a kick to this white tea but it definitely is not as bad as some of black teas. My husband and I can't tolerate a lot of tannins and this seems to be high in them as the other reviewer mentioned it's astringent properties. But we temper that with milk or 100% Cranberry Juice concentrates as well as lemon juice or powdered. Good both hot or iced. Looking forward to making sun tea for ice tea with these bags. Look on the net this item is cheaper as are all the Prince of Peace items else where even after paying shipping which is usually reasonable. I hope they don't up the price just because everyone else's white tea is higher. I wish it was available in a loose tea too. A smooth flavored good tasting tea that reminds me of teas I had as a child and at Chinese restaurants. Beats anything I can buy in local supermarkets.<br /><br />I did try the organic version and no way. This one is better for some reason. Stronger and overall a better product even the bag it'self is better than the organic's.,1
8022,1142,3410,Hansen M. Hsiung,0,1,4,1327363200,good tea,The tea is good and fresh. We enjoy it. The shipping is fast and cost is reasonable.<br />I recommend this product.,1
8023,1142,3743,jhuber662003,0,1,5,1304294400,Nice Product,You get enough in each package to make a good size cup of drink.  It is consistent in its flavor and the amount you get in each packet.  I have purchased it a couple of times.,1
8024,1142,4406,"""Norz Amazon """"Nor""""""",0,1,4,1285891200,Great herbal tea,If you don't have the time to cut up ginger and boil it for it's wonderful flavor here's an alternative.  This tea is refreshing.  True ginger flavor and punch is wonderful.,1
